Latitude,Longitude,2_clusters,3_clusters,4_clusters,5_clusters,6_clusters,7_clusters,8_clusters,9_clusters,10_clusters
40.59531894916081,-73.9506510594,1,1,2,0,5,0,6,1,9
40.83789399011446,-73.9420651313,0,0,1,3,0,6,4,3,3
40.76208223180363,-73.9197718826,0,0,1,1,3,3,7,7,6
40.689560979418296,-73.8580000923,1,2,0,2,1,2,2,2,2
40.66297298421168,-73.9455944264,1,1,3,0,5,0,3,4,0
40.6596497469848,-73.9534220094,1,1,3,0,5,0,3,1,0
40.59849027728886,-73.7558791838,1,2,0,2,2,5,5,6,7
40.629847063064695,-73.9613398432,1,1,2,0,5,0,6,1,9
40.75918387112639,-73.9904091427,1,1,3,1,3,3,7,5,5
40.79448100086141,-73.9425688044,0,0,1,1,3,6,4,3,3
40.73974052729175,-73.8600474864,0,2,0,2,1,2,2,7,6
40.60063138670058,-73.9610578698,1,1,2,4,5,0,6,1,9
40.67727296132795,-73.9579486774,1,1,3,0,5,0,3,4,0
40.794929426727904,-73.9446848125,0,0,1,1,3,6,4,3,3
40.87225493792927,-73.8661287702,0,0,1,3,0,1,0,0,1
40.87773986738155,-73.8718709366,0,0,1,3,0,1,0,0,1
40.828164341292265,-73.8712834688,0,0,1,3,0,1,0,0,1
40.711112506239225,-73.8003818931,1,2,0,2,2,5,5,2,8
40.827939738952004,-73.9437251163,0,0,1,1,3,6,4,3,3
40.644270049690846,-73.9588343025,1,1,3,0,5,0,6,1,0
40.74453429311821,-73.8890779648,0,2,0,1,1,2,2,7,6
40.839696981673725,-73.8658943222,0,0,1,3,0,1,0,0,1
40.683130470788825,-73.7727714241,1,2,0,2,2,5,5,2,8
40.825383158146096,-73.8755705516,0,0,1,3,0,1,0,0,1
40.59599553669944,-73.7421870727,1,2,0,2,2,5,5,6,7
40.687651334757966,-73.8397372295,1,2,0,2,2,5,2,2,8
40.81584971100367,-73.8473042778,0,0,1,3,0,1,0,0,1
40.85401233022729,-73.8825514059,0,0,1,3,0,1,0,0,1
40.68873341151472,-73.9699885711,1,1,3,0,5,0,3,4,0
40.82397400846211,-73.9505501383,0,0,1,1,3,6,4,3,3
40.797959268510056,-73.9499482405,0,0,1,1,3,6,4,3,3
40.855849700142116,-73.9365476074,0,0,1,3,0,6,4,3,3
40.60555477746006,-73.9791986012,1,1,2,4,5,0,6,1,9
40.84780869783529,-73.82748144,0,0,1,3,0,1,0,0,1
40.82310359050685,-73.9245724184,0,0,1,3,0,6,4,3,3
40.6720920287061,-73.9475156326,1,1,3,0,5,0,3,4,0
40.613941960142476,-74.0033064548,1,1,2,4,5,0,6,1,9
40.65719044410965,-73.9270486408,1,1,3,0,1,2,3,4,0
40.67124912549286,-73.9269251167,1,1,3,0,1,2,3,4,2
40.8520325101027,-73.9054865452,0,0,1,3,0,1,0,0,1
40.66378706017827,-73.9379522333,1,1,3,0,1,0,3,4,0
40.830414789419606,-73.9481242922,0,0,1,1,3,6,4,3,3
40.840827094307535,-73.8856213615,0,0,1,3,0,1,0,0,1
40.851688780543796,-73.9080896023,0,0,1,3,0,1,0,0,1
40.6720084978871,-73.8910515229,1,2,3,0,1,2,3,4,2
40.786555016907656,-73.9758523038,0,0,1,1,3,3,7,5,5
40.74244679929981,-73.9993684688,1,1,3,1,3,3,7,5,5
40.88112779494824,-73.9039661258,0,0,1,3,0,1,0,0,1
40.83628558491303,-73.9274955262,0,0,1,3,0,6,4,3,3
40.83465851449689,-73.9161501157,0,0,1,3,0,6,4,3,3
40.85637024142327,-73.9301486811,0,0,1,3,0,6,4,3,3
40.80285605350025,-73.9654256983,0,0,1,1,3,6,4,3,3
40.7227705626156,-73.979421769,1,1,3,1,3,3,7,5,5
40.851332785687525,-73.9057008044,0,0,1,3,0,1,0,0,1
40.867247444315936,-73.9176058506,0,0,1,3,0,1,0,0,1
40.84360753150737,-73.914132933,0,0,1,3,0,6,4,3,3
40.86410679960189,-73.9245946038,0,0,1,3,0,1,4,3,3
40.587651381435855,-74.1653585655,1,1,2,4,4,4,1,8,4
40.64179639351377,-73.9063104179,1,1,3,0,1,2,3,4,2
40.87606569027569,-73.8795979504,0,0,1,3,0,1,0,0,1
40.74979417997734,-73.9914860206,1,1,3,1,3,3,7,5,5
40.6178354325604,-74.0689029087,1,1,2,4,4,4,1,8,4
40.82310359050685,-73.9245724184,0,0,1,3,0,6,4,3,3
40.82223732910796,-73.9404709428,0,0,1,1,3,6,4,3,3
40.644034365038145,-73.959872235,1,1,3,0,5,0,6,1,0
40.79777221724775,-73.9634743824,0,0,1,1,3,6,4,3,3
40.67423715030144,-73.9659790584,1,1,3,0,5,0,3,1,0
40.70508272004998,-73.9250558108,1,1,3,0,1,2,3,4,2
40.767789863728744,-73.8281399883,0,2,0,2,2,5,2,7,6
40.88107943794208,-73.8841743109,0,0,1,3,0,1,0,0,1
40.65163612850904,-74.0035137417,1,1,2,4,5,0,6,1,9
40.64526910958713,-73.9104603722,1,1,3,0,1,2,3,4,2
40.85136174997901,-73.9410412961,0,0,1,3,0,6,4,3,3
40.668516251232624,-73.8203247312,1,2,0,2,2,5,5,2,8
40.75042849369146,-73.9970549074,1,1,3,1,3,3,7,5,5
40.61524967766349,-74.0315920306,1,1,2,4,5,0,6,1,9
40.64243700763076,-74.0179698606,1,1,2,4,5,0,6,1,9
40.673402589765786,-73.9390247921,1,1,3,0,1,2,3,4,0
40.86636799383064,-73.889905158,0,0,1,3,0,1,0,0,1
40.8232819427937,-73.8874617007,0,0,1,3,0,1,0,0,1
40.645126499814275,-73.9796475107,1,1,2,0,5,0,6,1,0
40.667789699821576,-73.8604832293,1,2,0,2,1,2,2,4,2
40.757757380934464,-73.862579655,0,2,0,2,1,2,2,7,6
40.83417102437764,-73.9257162636,0,0,1,3,0,6,4,3,3
40.67077333830835,-73.951024211,1,1,3,0,5,0,3,4,0
40.878598495244646,-73.8817232719,0,0,1,3,0,1,0,0,1
40.80852004566505,-73.92329573,0,0,1,1,3,6,4,3,3
40.83818990751612,-73.8501044079,0,0,1,3,0,1,0,0,1
40.65781165532425,-73.9125772078,1,1,3,0,1,2,3,4,2
40.754421388850325,-73.9194021223,0,0,3,1,3,3,7,7,6
40.608311656939904,-73.9620438021,1,1,2,0,5,0,6,1,9
40.808438409173654,-73.9561391154,0,0,1,1,3,6,4,3,3
40.604362798140066,-73.757827622,1,2,0,2,2,5,5,6,7
40.71263047616186,-73.9970673989,1,1,3,0,3,3,7,5,5
40.87086268544497,-73.8916187998,0,0,1,3,0,1,0,0,1
40.67598676452777,-73.8014784495,1,2,0,2,2,5,5,2,8
40.814360655855886,-73.8982605521,0,0,1,3,0,6,4,3,3
40.59898608771314,-73.7567020022,1,2,0,2,2,5,5,6,7
40.68512798756178,-73.8450940838,1,2,0,2,2,5,2,2,8
40.82112149460173,-73.9554370566,0,0,1,1,3,6,4,3,3
40.667288783297,-73.9617218664,1,1,3,0,5,0,3,1,0
40.85480201236822,-73.8666699777,0,0,1,3,0,1,0,0,1
40.58924816168991,-73.7874784042,1,2,0,2,2,5,5,6,7
40.836273919793626,-73.9007675724,0,0,1,3,0,1,0,0,1
40.83904168374704,-73.9198200201,0,0,1,3,0,6,4,3,3
40.63854875217863,-73.9490733461,1,1,3,0,5,0,6,1,0
40.86328637942185,-73.9028928359,0,0,1,3,0,1,0,0,1
40.720226533969814,-73.9815618296,1,1,3,1,3,3,7,5,5
40.879392606021575,-73.8722619159,0,0,1,3,0,1,0,0,1
40.723567779576456,-73.9882279855,1,1,3,1,3,3,7,5,5
40.71980763388093,-73.9900684868,1,1,3,1,3,3,7,5,5
40.8273217194725,-73.8788912143,0,0,1,3,0,1,0,0,1
40.85354567446796,-73.9172902643,0,0,1,3,0,1,4,3,3
40.839428745688465,-73.9376872271,0,0,1,3,0,6,4,3,3
40.81419597312527,-73.9365837084,0,0,1,1,3,6,4,3,3
40.885263389598535,-73.8603197813,0,0,1,3,0,1,0,0,1
40.69300216967382,-73.8017811828,1,2,0,2,2,5,5,2,8
40.81844232864069,-73.8925098435,0,0,1,3,0,1,4,0,1
40.88562974190851,-73.8660548225,0,0,1,3,0,1,0,0,1
40.838081009055074,-73.9428238954,0,0,1,3,0,6,4,3,3
40.6849326341704,-73.9160391213,1,1,3,0,1,2,3,4,2
40.65494689537713,-73.9578366096,1,1,3,0,5,0,6,1,0
40.83587908905498,-73.9188372589,0,0,1,3,0,6,4,3,3
40.714262985992505,-73.987666902,1,1,3,0,3,3,7,5,5
40.68407137329103,-73.9649752925,1,1,3,0,5,0,3,4,0
40.86986733649963,-73.8987360554,0,0,1,3,0,1,0,0,1
40.637471376700134,-74.1296422043,1,1,2,4,4,4,1,8,4
40.59517611642029,-73.755325974,1,2,0,2,2,5,5,6,7
40.880138338650845,-73.8765493284,0,0,1,3,0,1,0,0,1
40.64717480059112,-73.9610415153,1,1,3,0,5,0,6,1,0
40.63245428164717,-74.143200626,1,1,2,4,4,4,1,8,4
40.64246660444298,-73.9584967009,1,1,3,0,5,0,6,1,0
40.749491121841615,-73.8833275787,0,2,0,1,1,2,2,7,6
40.637875368268055,-74.0771963089,1,1,2,4,4,4,1,8,4
40.71718947334488,-73.9954943797,1,1,3,1,3,3,7,5,5
40.89346860055691,-73.8547324314,0,0,1,3,0,1,0,0,1
40.64060179977588,-73.9633514278,1,1,3,0,5,0,6,1,0
40.71133148088112,-73.8271529352,1,2,0,2,2,5,2,2,8
40.84015682741632,-73.8878487706,0,0,1,3,0,1,0,0,1
40.880138338650845,-73.8765493284,0,0,1,3,0,1,0,0,1
40.85375489549983,-73.9039261228,0,0,1,3,0,1,0,0,1
40.65320217107313,-73.9605334464,1,1,3,0,5,0,6,1,0
40.78002718269747,-73.9547712878,0,0,1,1,3,3,7,5,5
40.828305084486644,-73.9208591658,0,0,1,3,0,6,4,3,3
40.851779151441576,-73.9113354631,0,0,1,3,0,1,0,0,1
40.639654207463096,-73.9539368103,1,1,3,0,5,0,6,1,0
40.74742032885671,-73.87685301,0,2,0,2,1,2,2,7,6
40.812762241043465,-73.9068356114,0,0,1,3,0,6,4,3,3
40.65267275315633,-73.9614923954,1,1,3,0,5,0,6,1,0
40.837505841271344,-73.9453432826,0,0,1,3,0,6,4,3,3
40.814963305421344,-73.944953563,0,0,1,1,3,6,4,3,3
40.85140728162476,-73.8822343006,0,0,1,3,0,1,0,0,1
40.634293393096684,-74.0302607667,1,1,2,4,5,0,6,1,9
40.662019517063634,-73.9560263353,1,1,3,0,5,0,3,1,0
40.845204883357475,-73.8828633311,0,0,1,3,0,1,0,0,1
40.63072038436156,-73.8989007808,1,1,3,0,1,2,3,4,2
40.733468453882224,-73.85756013,1,2,0,2,1,2,2,7,6
40.68057530904033,-73.8211178792,1,2,0,2,2,5,5,2,8
40.67862555319979,-73.9496628529,1,1,3,0,1,0,3,4,0
40.63388253572268,-74.0267910078,1,1,2,4,5,0,6,1,9
40.89379127026425,-73.851628365,0,0,1,3,0,1,0,0,1
40.62707000957975,-74.0266189551,1,1,2,4,5,0,6,1,9
40.85672674385295,-73.8412023734,0,0,1,3,0,1,0,0,1
40.77553647071169,-73.9081008351,0,0,1,1,3,6,4,7,6
40.8520325101027,-73.9054865452,0,0,1,3,0,1,0,0,1
40.85024602034582,-73.8962682379,0,0,1,3,0,1,0,0,1
40.79604840266627,-73.9729775941,0,0,1,1,3,6,7,3,3
40.8464583479049,-73.9128859015,0,0,1,3,0,1,4,3,3
40.83258373587881,-73.8692006882,0,0,1,3,0,1,0,0,1
40.6534615054729,-73.9498440167,1,1,3,0,5,0,3,1,0
40.86904757553018,-73.9029820445,0,0,1,3,0,1,0,0,1
40.67500455946745,-73.9157307659,1,1,3,0,1,2,3,4,2
40.653707937219245,-73.9627099329,1,1,3,0,5,0,6,1,0
40.68198784923183,-73.9436319548,1,1,3,0,1,2,3,4,0
40.66903070333672,-73.8519877663,1,2,0,2,2,2,2,2,2
40.72641497186969,-73.8720536521,1,2,0,2,1,2,2,7,6
40.721374167156405,-73.8421562138,1,2,0,2,2,5,2,2,6
40.70260140629246,-73.7898328195,1,2,0,2,2,5,5,2,8
40.66599850177175,-73.898212898,1,2,3,0,1,2,3,4,2
40.815850613988964,-73.9409499234,0,0,1,1,3,6,4,3,3
40.68148329214296,-73.9134655658,1,1,3,0,1,2,3,4,2
40.68148059663305,-73.8581903603,1,2,0,2,1,2,2,4,2
40.851215748842,-73.8828202137,0,0,1,3,0,1,0,0,1
40.68557800392961,-73.9562307457,1,1,3,0,1,0,3,4,0
40.83530407838365,-73.916919039,0,0,1,3,0,6,4,3,3
40.671554434549314,-73.9324619317,1,1,3,0,1,2,3,4,0
40.799151633912615,-73.9407985926,0,0,1,1,3,6,4,3,3
40.83073495266584,-73.9220270624,0,0,1,3,0,6,4,3,3
40.684732599303906,-73.9203697323,1,1,3,0,1,2,3,4,2
40.84603144167245,-73.907464904,0,0,1,3,0,1,0,0,1
40.69667507792343,-73.9494580929,1,1,3,0,1,2,3,4,0
40.63147040185228,-73.975612994,1,1,2,0,5,0,6,1,9
40.62589387386335,-73.9802153574,1,1,2,4,5,0,6,1,9
40.87483237420208,-73.8813322181,0,0,1,3,0,1,0,0,1
40.65209676886975,-73.8816202882,1,2,3,0,1,2,3,4,2
40.73204730313309,-73.9574414388,1,1,3,1,3,3,7,5,5
40.69856681578469,-73.789957336,1,2,0,2,2,5,5,2,8
40.8553619982645,-73.9126573471,0,0,1,3,0,1,0,0,1
40.856367084684095,-73.9030077715,0,0,1,3,0,1,0,0,1
40.82654993752871,-73.875824915,0,0,1,3,0,1,0,0,1
40.8456270698445,-73.9391343887,0,0,1,3,0,6,4,3,3
40.83537699202415,-73.9152782864,0,0,1,3,0,6,4,3,3
40.85308707262417,-73.8849857703,0,0,1,3,0,1,0,0,1
40.814136745516336,-73.9569156896,0,0,1,1,3,6,4,3,3
40.87225493792927,-73.8661287702,0,0,1,3,0,1,0,0,1
40.8209841569559,-73.8957357699,0,0,1,3,0,6,4,3,3
40.71224295422292,-73.9627168642,1,1,3,0,1,3,7,5,5
40.85176416274146,-73.9340176131,0,0,1,3,0,6,4,3,3
40.81580374546568,-73.8858558432,0,0,1,3,0,1,0,0,1
40.67565876404056,-73.9443799622,1,1,3,0,1,2,3,4,0
40.7076375318658,-73.9432640061,1,1,3,0,1,2,3,4,0
40.881305776957504,-73.8971057682,0,0,1,3,0,1,0,0,1
40.86645170789772,-73.8973492962,0,0,1,3,0,1,0,0,1
40.82477572866116,-73.8773421644,0,0,1,3,0,1,0,0,1
40.83258373587881,-73.8692006882,0,0,1,3,0,1,0,0,1
40.865959367699546,-73.8644349483,0,0,1,3,0,1,0,0,1
40.62887607716524,-74.1259256249,1,1,2,4,4,4,1,8,4
40.643080118679045,-74.011476751,1,1,2,4,5,0,6,1,9
40.7916696311136,-73.9466882468,0,0,1,1,3,6,4,3,3
40.82604194932407,-73.94700397,0,0,1,1,3,6,4,3,3
40.82766964168457,-73.9188255924,0,0,1,3,0,6,4,3,3
40.66255671003203,-73.8838941434,1,2,3,0,1,2,3,4,2
40.863331669195226,-73.8950583891,0,0,1,3,0,1,0,0,1
40.81330911448408,-73.8861816426,0,0,1,3,0,1,0,0,1
40.711383084087565,-73.9826500033,1,1,3,0,3,3,7,5,5
40.64145533399525,-74.0101108255,1,1,2,4,5,0,6,1,9
40.65259730409284,-73.9507816779,1,1,3,0,5,0,3,1,0
40.83157348851078,-73.8764948939,0,0,1,3,0,1,0,0,1
40.616639200833156,-74.0291001399,1,1,2,4,5,0,6,1,9
40.637711644705064,-73.9056928187,1,1,3,0,1,2,3,4,2
40.79147110239883,-73.944759914,0,0,1,1,3,6,4,3,3
40.76962942636745,-73.9185641963,0,0,1,1,3,6,4,7,6
40.850938074190005,-73.882368873,0,0,1,3,0,1,0,0,1
40.70010495946165,-73.7636180503,1,2,0,2,2,5,5,2,8
40.68863798925731,-73.9053179011,1,2,3,0,1,2,3,4,2
40.86901484657693,-73.890920381,0,0,1,3,0,1,0,0,1
40.83809365836877,-73.9182527129,0,0,1,3,0,6,4,3,3
40.70257319657894,-73.8310347033,1,2,0,2,2,5,2,2,8
40.85033108044979,-73.8644812586,0,0,1,3,0,1,0,0,1
40.68717662185533,-73.7918141282,1,2,0,2,2,5,5,2,8
40.747326470048094,-73.87635153,0,2,0,2,1,2,2,7,6
40.63953497472708,-73.9579508402,1,1,3,0,5,0,6,1,0
40.82477572866116,-73.8773421644,0,0,1,3,0,1,0,0,1
40.61611345755743,-74.0789757046,1,1,2,4,4,4,1,8,4
40.76546116364489,-73.991234928,0,1,3,1,3,3,7,5,5
40.82941889781607,-73.8990722385,0,0,1,3,0,1,4,0,1
40.83067251658075,-73.9115731746,0,0,1,3,0,6,4,3,3
40.85040431912026,-73.7845258447,0,0,1,3,0,1,0,0,1
40.85102387907799,-73.9306784187,0,0,1,3,0,6,4,3,3
40.693602959007684,-73.9320573502,1,1,3,0,1,2,3,4,2
40.67077061259739,-73.9345102931,1,1,3,0,1,2,3,4,0
40.750753096393005,-73.8911140278,0,2,3,1,1,2,2,7,6
40.83654108506381,-73.9157357636,0,0,1,3,0,6,4,3,3
40.890318911828544,-73.8624430596,0,0,1,3,0,1,0,0,1
40.66353703547772,-73.9427644485,1,1,3,0,5,0,3,4,0
40.64425874059712,-73.9579226392,1,1,3,0,5,0,6,1,0
40.68649910704962,-73.7997993333,1,2,0,2,2,5,5,2,8
40.82350581714176,-73.9533217694,0,0,1,1,3,6,4,3,3
40.85705351563177,-73.8969697697,0,0,1,3,0,1,0,0,1
40.83258373587881,-73.8692006882,0,0,1,3,0,1,0,0,1
40.880428697603605,-73.8548260154,0,0,1,3,0,1,0,0,1
40.63541811197467,-74.0894831746,1,1,2,4,4,4,1,8,4
40.838228720444775,-73.8591211262,0,0,1,3,0,1,0,0,1
40.827282276271454,-73.8779265205,0,0,1,3,0,1,0,0,1
40.64709326597304,-73.9556938314,1,1,3,0,5,0,6,1,0
